Message  received:  M  1000  1.  Response:  ['M' ,'1000' ,'1']Command:  M ,  N:  1000 ,  step:  1.00
73.00 ,21.90 ,43.80
74.00 ,22.20 ,44.40
75.00 ,22.50 ,45.00
76.00 ,22.80 ,45.60
77.00 ,23.10 ,46.20
78.00 ,23.40 ,46.80
79.00 ,23.70 ,47.40
80.00 ,24.00 ,48.00
81.00 ,24.30 ,48.60
82.00 ,24.60 ,49.20
83.00 ,24.90 ,49.80
84.00 ,25.20 ,50.40
85.00 ,25.50 ,51.00
86.00 ,25.80 ,51.60
87.00 ,26.10 ,52.20
88.00 ,26.40 ,52.80
89.00 ,26.70 ,53.40
90.00 ,27.00 ,54.00
91.00 ,27.30 ,54.60
92.00 ,27.60 ,55.20
93.00 ,27.90 ,55.80
94.00 ,28.20 ,56.40
95.00 ,28.50 ,57.00
96.00 ,28.80 ,57.60
97.00 ,29.10 ,58.20
98.00 ,29.40 ,58.80
99.00 ,29.70 ,59.40
100.00 ,30.00 ,60.00
101.00 ,30.30 ,60.60
102.00 ,30.60 ,61.20
103.00 ,30.90 ,61.80
104.00 ,31.20 ,62.40
105.00 ,31.50 ,63.00
106.00 ,31.80 ,63.60
107.00 ,32.10 ,64.20
108.00 ,32.40 ,64.80
109.00 ,32.70 ,65.40
110.00 ,33.00 ,66.00
111.00 ,33.30 ,66.60
112.00 ,33.60 ,67.20
113.00 ,33.90 ,67.80
114.00 ,34.20 ,68.40
115.00 ,34.50 ,69.00
116.00 ,34.80 ,69.60
117.00 ,35.10 ,70.20
118.00 ,35.40 ,70.80
119.00 ,35.70 ,71.40
120.00 ,36.00 ,72.00
121.00 ,36.30 ,72.60
122.00 ,36.60 ,73.20
123.00 ,36.90 ,73.80
124.00 ,37.20 ,74.40
125.00 ,37.50 ,75.00
126.00 ,37.80 ,75.60
127.00 ,38.10 ,76.20
128.00 ,38.40 ,76.80
129.00 ,38.70 ,77.40
130.00 ,39.00 ,78.00
131.00 ,39.30 ,78.60
132.00 ,39.60 ,79.20
133.00 ,39.90 ,79.80
134.00 ,40.20 ,80.40
135.00 ,40.50 ,81.00
136.00 ,40.80 ,81.60
137.00 ,41.10 ,82.20
138.00 ,41.40 ,82.80
139.00 ,41.70 ,83.40
140.00 ,42.00 ,84.00
141.00 ,42.30 ,84.60
142.00 ,42.60 ,85.20
143.00 ,42.90 ,85.80
144.00 ,43.20 ,86.40
145.00 ,43.50 ,87.00
146.00 ,43.80 ,87.60
147.00 ,44.10 ,88.20
148.00 ,44.40 ,88.80
149.00 ,44.70 ,89.40
150.00 ,45.00 ,90.00
151.00 ,45.30 ,90.60
152.00 ,45.60 ,91.20
153.00 ,45.90 ,91.80
154.00 ,46.20 ,92.40
155.00 ,46.50 ,93.00
156.00 ,46.80 ,93.60
157.00 ,47.10 ,94.20
158.00 ,47.40 ,94.80
159.00 ,47.70 ,95.40
160.00 ,48.00 ,96.00
161.00 ,48.30 ,96.60
162.00 ,48.60 ,97.20
163.00 ,48.90 ,97.80
164.00 ,49.20 ,98.40
165.00 ,49.50 ,99.00
166.00 ,49.80 ,99.60
167.00 ,50.10 ,100.20
168.00 ,50.40 ,100.80
169.00 ,50.70 ,101.40
170.00 ,51.00 ,102.00
171.00 ,51.30 ,102.60
172.00 ,51.60 ,103.20
173.00 ,51.90 ,103.80
174.00 ,52.20 ,104.40
175.00 ,52.50 ,105.00
176.00 ,52.80 ,105.60
177.00 ,53.10 ,106.20
178.00 ,53.40 ,106.80
179.00 ,53.70 ,107.40
180.00 ,54.00 ,108.00
